	p-value	FDR
E2F8.0.P.C_besthit	0.5778927879879021	0.9130343734981275
E2F6.0.P.B_besthit	5.446076335244756e-06	2.0560467962272336e-05
GLIS2.0.SM.D_besthit	0.005184737296914439	0.014038636038013306
GLIS3.1.S.C_besthit	0.002186665026677112	0.0063156399624370455
ZIC4.0.SM.D_besthit	0.999999999660878	0.9999999999999999
KLF5.0.PM.A_besthit	1.5540121359114287e-54	8.244443331572211e-53
EGR1.0.PS.A_besthit	4.845059702207753e-16	4.321964760907447e-15
EGR2.0.PSM.A_besthit	1.5998737949557348e-11	9.773774456456853e-11
KLF6.1.SM.B_besthit	0.079228338055302	0.16742592192818534
SP4.1.S.B_besthit	7.868110379465718e-05	0.00026884933093225235
SP3.1.S.B_besthit	3.35660360418363e-11	1.9445151913891375e-10
KLF16.0.SM.B_besthit	9.713793512710085e-13	6.615880987034977e-12
SP9.1.S.C_besthit	3.363909905606631e-05	0.00011981700299828566
KLF2.0.S.D_besthit	2.1748556979599765e-11	1.2971920375997966e-10
KLF3.1.M.C_besthit	2.221044629719216e-19	2.5155202098392916e-18
KLF3.0.PS.A_besthit	7.506465545550684e-24	1.1640795799869367e-22
KLF4.0.PSM.A_besthit	3.4881132711340143e-36	1.004576622086596e-34
SP1.0.P.B_besthit	4.724873328722007e-24	7.559797325955212e-23
KLF9.0.P.B_besthit	3.094792690345285e-07	1.2837658567358219e-06
SP1.1.SM.B_besthit	2.2489043515231648e-10	1.1994156541456878e-09
KLF15.0.S.B_besthit	4.5592095828995105e-08	2.0156505524397837e-07
KLF10.1.PSM.A_besthit	3.3357996618393474e-13	2.3679479289676496e-12
KLF11.1.SM.B_besthit	3.7243604744770485e-09	1.7708279991853137e-08
KLF6.0.P.B_besthit	2.473078912506328e-09	1.1927576764623821e-08
KLF12.0.P.C_besthit	1.0432205090383031e-24	1.6960746340493704e-23
KLF9.1.P.B_besthit	5.909497420849238e-10	3.039170102151037e-09
SP2.1.P.B_besthit	6.487075370009183e-14	4.953766646188831e-13
KLF8.0.P.C_besthit	2.1790997754638558e-07	9.076580882923829e-07
SP2.0.P.D_besthit	9.271610202035048e-12	5.733609253773821e-11
SP5.0.P.B_besthit	0.0037964461561143833	0.010571319683324028
SP1.2.P.B_besthit	7.857517322469226e-29	1.5530151884409764e-27
SP3.0.P.B_besthit	1.7817656420667842e-19	2.0643905370153085e-18
KLF11.0.P.B_besthit	9.362849803977632e-16	8.13599362276677e-15
SP4.0.P.C_besthit	1.296537317045372e-17	1.2939699164175593e-16
KLF10.0.P.C_besthit	0.009594760097960205	0.02479876456088176
KLF13.0.PSM.A_besthit	2.781469357578534e-10	1.4527052396057832e-09
KLF12.1.PSM.A_besthit	6.568590362706571e-11	3.6784106031156793e-10
KLF7.0.P.B_besthit	2.412051063281534e-08	1.0854229784766904e-07
ZN610.1.P.C_besthit	1.5344522679803604e-05	5.665669912542869e-05
ZN341.1.P.B_besthit	1.8444458346591574e-22	2.546851234707439e-21
ZN383.0.P.C_besthit	0.0015293924996536694	0.00446848591203159
ZN566.0.P.C_besthit	0.02590417350680253	0.062318393543811336
ZN749.0.P.C_besthit	0.00035548509076048057	0.001123288311870108
ZN282.0.P.B_besthit	1.8121867703179346e-17	1.790866925961253e-16
ZN460.0.S.D_besthit	4.082602246872078e-09	1.9320483872521385e-08
ZN543.0.P.C_besthit	8.67681276789094e-23	1.2675691695701546e-21
ZN180.0.P.C_besthit	1.3102519816923408e-09	6.474186262479802e-09
KLF16.1.P.B_besthit	1.7640261718744244e-06	6.918826386184514e-06
PATZ1.0.P.B_besthit	4.02506347802791e-15	3.298588606383848e-14
ZN449.1.S.C_besthit	0.9445933223082184	0.9999999999999999
ZN740.0.P.C_besthit	0.6906277854227073	0.9999999999999999
ZN740.1.S.C_besthit	0.05962155170334334	0.13135736611388374
SP5.1.P.B_besthit	1.2944782412295371e-15	1.1057915823384521e-14
ZN148.0.P.B_besthit	0.39352926666955557	0.6644514251305059
ZN281.0.P.B_besthit	0.7933635763632039	0.9999999999999999
ZBT17.0.P.B_besthit	0.1256964356070315	0.2549336158790498
VEZF1.1.P.B_besthit	6.715060786413382e-23	9.95409010691866e-22
KLF15.1.P.C_besthit	1.1056868025807025e-09	5.49030688178004e-09
MAZ.1.P.B_besthit	4.156679005828588e-14	3.223024952211705e-13
KLF8.1.P.C_besthit	1.995285070261923e-30	4.4694385573867074e-29
SP4.2.P.B_besthit	1.2790623066396513e-12	8.482202665084003e-12
KLF13.1.P.C_besthit	0.0029934582021933025	0.008547891976801272
MAZ.0.P.B_besthit	4.590004820443673e-08	2.020403868562106e-07
PATZ1.1.P.C_besthit	0.00023432282394141162	0.0007643929014011097
VEZF1.0.P.C_besthit	6.565128967684608e-14	4.975676691297809e-13
ZBT7A.0.P.B_besthit	4.1015570355847755e-11	2.3624968524968305e-10
ZBT7A.1.SM.B_besthit	0.24851636480781078	0.45629234194221
ZN320.0.P.B_besthit	0.0003270896040114006	0.0010387865883631877
ZNF28.0.P.C_besthit	0.020055566547724543	0.049427899951360245
ZN436.0.P.C_besthit	0.001323224184714036	0.00393454270853023
ZN770.0.P.B_besthit	0.026774398906490974	0.06410592422266723
ZN770.1.P.B_besthit	0.3255443615562056	0.5677593340786701
ZN394.0.P.C_besthit	5.718922567662618e-11	3.220488239220066e-10
ZN223.0.P.C_besthit	0.7927145792130841	0.9999999999999999
ZN333.0.P.C_besthit	0.70707053524358	0.9999999999999999
ZN189.1.P.B_besthit	0.8043595020411067	0.9999999999999999
PRDM5.0.P.B_besthit	2.8125582344112242e-05	0.0001016150071787281
ZN530.0.P.B_besthit	4.967578725903259e-07	2.0272547998827876e-06
ZN662.0.P.C_besthit	0.15752610101554626	0.31012951137435674
ZN263.0.PM.A_besthit	2.746180342500601e-10	1.4417446798128154e-09
ZN263.1.P.B_besthit	0.015139304110542075	0.03758723779169067
ZNF16.0.P.C_besthit	0.8111946040265613	0.9999999999999999
ZN623.0.P.C_besthit	0.7826866610493807	0.9999999999999999
ZN425.0.P.C_besthit	3.340080458795397e-05	0.00011939011001651633
ZNF44.0.P.C_besthit	0.41360565942676003	0.6930459204475711
ZN669.0.P.B_besthit	0.025284266440160828	0.06097258509971797
ZN669.1.P.C_besthit	0.0005558979452020938	0.0017241388577344937
ZN205.0.P.C_besthit	0.02034955168374072	0.049787252663132636
ZN563.0.P.C_besthit	0.0002454910117253226	0.0007982417413520168
ZN776.0.P.C_besthit	0.9992729260506236	0.9999999999999999
ZSC31.0.P.C_besthit	0.7055843980220065	0.9999999999999999
REST.0.P.B_besthit	0.5699241437715022	0.9044883918605224
ZN322.0.P.C_besthit	0.32421815984777247	0.5675255452282286
ZN335.0.P.B_besthit	3.2031251148634116e-15	2.6906250964852658e-14
ZN611.1.P.C_besthit	0.03605455505710695	0.08373961174553872
TAF1.0.P.B_besthit	5.522967248232423e-98	1.1134301972436565e-95
CENPB.0.S.D_besthit	0.5435472354994532	0.8738367039608433
KAISO.0.P.B_besthit	4.892560239162617e-18	5.032347674567263e-17
KAISO.1.P.B_besthit	1.5623786836687043e-13	1.166576083805966e-12
E2F4.2.S.B_besthit	8.39218511258156e-17	7.905908965871226e-16
GMEB1.1.P.C_besthit	1.7718592952470355e-07	7.472946316355698e-07
E2F1.1.S.B_besthit	2.0540205109773983e-17	2.0101482282186578e-16
ZBT14.0.P.C_besthit	1.765710331419395e-16	1.6180327400643183e-15
MYCN.1.M.C_besthit	2.998703143484706e-18	3.1817818617185095e-17
ZBT14.1.S.B_besthit	0.010766996902853128	0.02740690120726251
ZN587.0.P.C_besthit	0.9743461008687861	0.9999999999999999
ZBTB6.0.P.B_besthit	0.919864823424863	0.9999999999999999
ZN423.0.P.C_besthit	0.02852969059511811	0.06782530216952608
ZN765.0.P.C_besthit	0.02728025356493279	0.06516231183282524
ZFX.0.P.B_besthit	1.2366953997783059e-36	3.666438126401566e-35
ZN711.0.P.C_besthit	0.003411994883591356	0.009633867906610888
ZN449.0.P.B_besthit	0.6792741793034422	0.9999999999999999
ZN682.1.P.B_besthit	1.8315008000176825e-14	1.4423068800139252e-13
ZN692.0.P.C_besthit	4.928782313026888e-07	2.0195986063134567e-06
ZN283.0.P.C_besthit	0.08635289162431743	0.17984238586221482
ZN682.0.P.B_besthit	6.634270087834749e-07	2.685680421099368e-06
HSF1.2.P.B_besthit	0.8214001509075958	0.9999999999999999
CTCF.0.P.B_besthit	2.9442154445589166e-09	1.4132234133882799e-08
HINFP.2.S.B_besthit	1.059709974738977e-09	5.288057695727172e-09
HINFP.1.P.B_besthit	5.534121257277127e-09	2.5946019662024857e-08
ZN441.0.P.C_besthit	1.1822186522089873e-29	2.4319926559727737e-28
THAP1.0.P.B_besthit	3.5468462932350314e-22	4.7669614181078825e-21
LRRF1.0.P.B_besthit	1.6614275839038087e-07	7.06632491381873e-07
KMT2A.0.P.B_besthit	3.523061291311028e-86	4.439057227051896e-84
ZN519.0.P.C_besthit	7.334100284167554e-61	5.280552204600639e-59
KMT2B.0.P.B_besthit	9.313027967729994e-35	2.3468830478679587e-33
ZN100.1.P.B_besthit	7.368339162950229e-51	3.376039034660832e-49
ZN454.1.SM.B_besthit	3.410352562880437e-29	6.875270766766962e-28
ZN561.0.P.C_besthit	4.421839434104191e-11	2.5325080395324005e-10
ZN610.0.P.B_besthit	0.00038752428770891993	0.001220701506283098
ZN407.0.P.B_besthit	1.2743325031755051e-42	4.5875970114318184e-41
HINFP.0.P.B_besthit	2.0986677658543043e-17	2.0340933730587874e-16
ZN273.0.P.C_besthit	1.241541387251543e-16	1.1587719614347736e-15
ZN548.0.P.B_besthit	1.9535842418037117e-14	1.5265216401070864e-13
ZN141.0.P.C_besthit	3.4249443533273603e-08	1.5275858000681323e-07
ZN704.0.SM.D_besthit	2.3182688515756797e-10	1.2299026328359395e-09
ZN267.0.P.C_besthit	0.6109667912458931	0.949972374865043
ZN611.0.P.C_besthit	0.04332621796006305	0.0994825232431516
ZN805.0.P.C_besthit	0.9342849762598587	0.9999999999999999
ZN577.0.P.B_besthit	0.9995693675804245	0.9999999999999999
ZN749.1.P.C_besthit	0.00022914398686224517	0.0007499257751855296
GLIS3.0.P.C_besthit	6.36490864770901e-05	0.00022047518614744612
GLI2.0.PSM.A_besthit	0.9957810290758093	0.9999999999999999
GLI3.0.PS.A_besthit	0.9990130131739174	0.9999999999999999
ESR2.0.P.B_besthit	0.9953086271188265	0.9999999999999999
ZN416.0.P.C_besthit	0.9481399088684893	0.9999999999999999
ZF64B.0.P.B_besthit	0.07079841443771889	0.15347269194240998
ZF64B.1.P.B_besthit	0.3212623088500018	0.5641679570048812
TF2L1.0.PSM.A_besthit	0.03462038226478345	0.08096831861462116
ZN329.1.P.C_besthit	2.100483393865035e-11	1.2602900363190212e-10
NFIA.1.PS.A_besthit	0.5258313895876305	0.8562811643042513
NFIB.0.PSM.A_besthit	0.9983035364457401	0.9999999999999999
NFIX.0.SM.D_besthit	0.9999186361712775	0.9999999999999999
HAND2.1.P.B_besthit	0.9991789420508962	0.9999999999999999
ZN135.0.P.C_besthit	2.4702637486731742e-11	1.4561554729020815e-10
ZN284.0.P.C_besthit	0.0019196176790672943	0.005576295736310757
ZN790.1.P.C_besthit	0.9847135791610913	0.9999999999999999
ZN793.1.P.C_besthit	0.9946532532033543	0.9999999999999999
PRD16.0.P.B_besthit	0.8419996531305705	0.9999999999999999
COE3.0.P.B_besthit	0.0705638642510187	0.15329391199359235
COE1.0.P.B_besthit	0.15993634873058804	0.3136494932304139
COE2.0.P.B_besthit	0.9960209788433444	0.9999999999999999
RFX1.2.S.C_besthit	0.82309844220513	0.9999999999999999
RFX2.0.PS.A_besthit	0.9999985565951685	0.9999999999999999
RFX1.0.PM.A_besthit	0.740326217316246	0.9999999999999999
RFX3.1.PS.A_besthit	0.9860602806794745	0.9999999999999999
RFX1.1.PSM.A_besthit	0.26339429421828986	0.48120733085129735
RFX3.0.PSM.A_besthit	0.46304405683161315	0.7639090168351327
RFX7.0.SM.D_besthit	8.892684035489071e-13	6.09784048147822e-12
RFX2.1.PSM.A_besthit	0.04640987876262789	0.10592432480272256
PKNX1.1.P.B_besthit	0.987153186038797	0.9999999999999999
PBX2.0.P.B_besthit	0.9895329737917358	0.9999999999999999
PBX3.1.P.B_besthit	0.5597564463994806	0.8927761043839818
ZN134.0.P.C_besthit	0.7602040029678908	0.9999999999999999
ZN134.1.P.C_besthit	0.8045589604208906	0.9999999999999999
MESP1.0.S.D_besthit	0.5369648083423855	0.8660168428945992
HAND2.2.S.C_besthit	0.03680796401871157	0.08509731130931482
ZEB1.0.P.B_besthit	2.1964817288559512e-13	1.5928443040912221e-12
SNAI1.0.PSM.A_besthit	0.630675777430634	0.9690871701982912
SNAI2.0.PSM.A_besthit	0.06938392012721628	0.15138309845938097
SNAI3.0.S.D_besthit	2.979349617941916e-05	0.00010725658624590897
ZEB2.0.P.B_besthit	3.540951420981505e-17	3.393385305991603e-16
ZBT42.0.P.C_besthit	0.08661030265219113	0.18000656716166735
MYF5.0.P.B_besthit	0.043308415026190095	0.0994825232431516
MYOD1.0.P.B_besthit	2.8008727916148167e-08	1.2547910106434378e-07
MYOG.0.PSM.A_besthit	0.02771272510357434	0.06603883428936864
ITF2.1.PSM.A_besthit	0.9194525779755662	0.9999999999999999
HTF4.0.PSM.A_besthit	0.19213362276084422	0.3654163995149641
TFE2.0.PS.A_besthit	0.8926866815824864	0.9999999999999999
ITF2.0.S.B_besthit	0.02131897157776937	0.052032744189809986
TFAP4.0.PSM.A_besthit	0.7785365064718013	0.9999999999999999
TWST2.1.P.B_besthit	0.004794382926994313	0.013061454028135858
OLIG2.1.P.B_besthit	0.9861416454145824	0.9999999999999999
TCF21.0.PS.A_besthit	0.005056782215694305	0.013739181869056226
ZBT18.0.PSM.A_besthit	5.1024680463675774e-08	2.2362120829297906e-07
MYOD1.1.PSM.A_besthit	0.00040842206932983796	0.0012825216382693978
TWST2.0.P.B_besthit	0.07891253958868122	0.16731744573160684
OLIG2.0.P.B_besthit	0.33323201872595987	0.5781374782715448
ATOH8.0.P.C_besthit	0.37705996412483644	0.6431073499794164
BHA15.0.P.B_besthit	0.059684200079522576	0.13135736611388374
LYL1.0.P.C_besthit	0.989969131974449	0.9999999999999999
TAL1.2.P.B_besthit	0.14689350803285045	0.29033069822963387
MYF6.0.SM.D_besthit	1.35826057709535e-19	1.6107372490730737e-18
ZN554.1.P.C_besthit	0.14474508058541113	0.286646446424547
ZBT24.0.P.B_besthit	0.9349819661939488	0.9999999999999999
NFIA.0.P.B_besthit	0.8102822752640477	0.9999999999999999
NFIC.0.PSM.A_besthit	0.0750698082238868	0.16168881771298696
P63.0.PS.A_besthit	4.809448218001001e-06	1.8294052089603804e-05
