	p-value	FDR
ZN449.0.P.B_besthit	0.661687655815606	1.0
ZN682.1.P.B_besthit	0.34118983061741204	0.9997655501812539
ZN692.0.P.C_besthit	0.02705022380064637	0.14659476124221257
ZN283.0.P.C_besthit	0.40046513326885447	1.0
ZN682.0.P.B_besthit	0.6278265565838342	1.0
HSF1.2.P.B_besthit	0.6178244592535318	1.0
CTCF.0.P.B_besthit	0.1515604610997442	0.5596078563682862
HINFP.2.S.B_besthit	0.5008842622996817	1.0
HINFP.1.P.B_besthit	0.7780395094212241	1.0
ZN441.0.P.C_besthit	3.4684858232382875e-09	9.200615025853142e-08
THAP1.0.P.B_besthit	2.477206310717466e-07	4.801969156160012e-06
LRRF1.0.P.B_besthit	0.3814215944406979	1.0
KMT2A.0.P.B_besthit	0.09939042216573207	0.40074218217223173
ZN519.0.P.C_besthit	0.2674995370181198	0.8532896623869137
KMT2B.0.P.B_besthit	3.0183703525230016e-06	4.609874720216947e-05
ZN100.1.P.B_besthit	0.01665379555534804	0.09647716045856797
ZN454.1.SM.B_besthit	0.02662233641853328	0.14505575735071108
ZN561.0.P.C_besthit	0.01398922013075342	0.08494658970963523
ZN610.0.P.B_besthit	0.9013577829253915	1.0
ZN407.0.P.B_besthit	2.3174925380637143e-09	6.488979106578401e-08
HINFP.0.P.B_besthit	1.8640858373591146e-08	4.5829232294097257e-07
ZN273.0.P.C_besthit	0.00036524522554255636	0.003540069109104777
ZN548.0.P.B_besthit	4.6512403812476965e-06	6.894779859261291e-05
ZN141.0.P.C_besthit	0.0009560078128624252	0.008681584462750672
ZN704.0.SM.D_besthit	0.3358247113534117	0.9869134374467609
ZN267.0.P.C_besthit	0.9999793531479954	1.0
ZN611.0.P.C_besthit	0.9983691022686808	1.0
ZN805.0.P.C_besthit	0.777140228089871	1.0
ZN577.0.P.B_besthit	0.9901824489767631	1.0
ZN749.1.P.C_besthit	0.7587684424498764	1.0
GLIS3.0.P.C_besthit	0.2545595354150762	0.8277290699948283
GLI2.0.PSM.A_besthit	0.9983205979605204	1.0
GLI3.0.PS.A_besthit	0.9999985521507663	1.0
ESR2.0.P.B_besthit	0.9996206859254135	1.0
ZN416.0.P.C_besthit	0.9864478701713083	1.0
ZF64B.0.P.B_besthit	0.37442367501007884	1.0
ZF64B.1.P.B_besthit	0.5758975970199226	1.0
TF2L1.0.PSM.A_besthit	0.42581367042953455	1.0
ZN329.1.P.C_besthit	2.0998346781382463e-08	5.039603227531792e-07
NFIA.1.PS.A_besthit	0.8397762396594024	1.0
NFIB.0.PSM.A_besthit	0.9999997243507145	1.0
NFIX.0.SM.D_besthit	0.9999999868927207	1.0
HAND2.1.P.B_besthit	0.9999344216753127	1.0
ZN135.0.P.C_besthit	1.8618832318289546e-07	3.753556595367173e-06
ZN284.0.P.C_besthit	0.11620547708811182	0.4557786805634892
ZN790.1.P.C_besthit	0.9999850215945938	1.0
ZN793.1.P.C_besthit	0.9996836656107345	1.0
PRD16.0.P.B_besthit	0.9936911313150019	1.0
COE3.0.P.B_besthit	0.9985968920056637	1.0
COE1.0.P.B_besthit	0.9991349878361522	1.0
COE2.0.P.B_besthit	0.9995846554515221	1.0
RFX1.2.S.C_besthit	0.1051444560799504	0.4205778243198016
RFX2.0.PS.A_besthit	0.9999999944465195	1.0
RFX1.0.PM.A_besthit	0.9933748226123142	1.0
RFX3.1.PS.A_besthit	0.9999894014661833	1.0
RFX1.1.PSM.A_besthit	0.7242725870029275	1.0
RFX3.0.PSM.A_besthit	0.9978767898890315	1.0
RFX7.0.SM.D_besthit	0.0028470538125219946	0.022958641944177363
RFX2.1.PSM.A_besthit	0.7054156554866584	1.0
PKNX1.1.P.B_besthit	0.9999999973476495	1.0
PBX2.0.P.B_besthit	0.9998164543517567	1.0
PBX3.1.P.B_besthit	0.9998422851665713	1.0
ZN134.0.P.C_besthit	0.9558364491184894	1.0
ZN134.1.P.C_besthit	0.966593841377469	1.0
MESP1.0.S.D_besthit	0.849168608106356	1.0
HAND2.2.S.C_besthit	0.06673955392987078	0.29122714442125436
ZEB1.0.P.B_besthit	6.11343781271628e-07	1.081113213196142e-05
SNAI1.0.PSM.A_besthit	0.9620344842669399	1.0
SNAI2.0.PSM.A_besthit	0.9999058260490215	1.0
SNAI3.0.S.D_besthit	0.49266415173454453	1.0
ZEB2.0.P.B_besthit	4.155851192015911e-07	7.48053214562864e-06
ZBT42.0.P.C_besthit	0.32384815420300217	0.957596455077348
MYF5.0.P.B_besthit	0.9953110365133592	1.0
MYOD1.0.P.B_besthit	0.003768589014268511	0.028997997911318005
MYOG.0.PSM.A_besthit	0.9999869202558112	1.0
ITF2.1.PSM.A_besthit	0.9999984087763664	1.0
HTF4.0.PSM.A_besthit	0.6587688461377077	1.0
TFE2.0.PS.A_besthit	0.9988185876004655	1.0
ITF2.0.S.B_besthit	0.005782839297151555	0.041636442939491196
TFAP4.0.PSM.A_besthit	0.564808764801145	1.0
TWST2.1.P.B_besthit	0.47015487280954615	1.0
OLIG2.1.P.B_besthit	0.9952990388413085	1.0
TCF21.0.PS.A_besthit	0.977856212545141	1.0
ZBT18.0.PSM.A_besthit	0.011046353481799854	0.07137643788239906
MYOD1.1.PSM.A_besthit	0.8652768235597292	1.0
TWST2.0.P.B_besthit	0.010615966740624132	0.0694863277568125
OLIG2.0.P.B_besthit	0.3346586774970051	0.9863624178859097
ATOH8.0.P.C_besthit	0.999988746997172	1.0
BHA15.0.P.B_besthit	0.6356650599927184	1.0
LYL1.0.P.C_besthit	0.996142224954912	1.0
TAL1.2.P.B_besthit	0.933084561612363	1.0
MYF6.0.SM.D_besthit	2.102454948756795e-19	1.6302112218052687e-17
ZN554.1.P.C_besthit	0.7109487663298314	1.0
ZBT24.0.P.B_besthit	0.9989273080555249	1.0
NFIA.0.P.B_besthit	0.9999659032205629	1.0
NFIC.0.PSM.A_besthit	0.006936431003185733	0.049238890501487456
P63.0.PS.A_besthit	0.00011280670236303857	0.0012226790965800308
